datesk;Item Name;Date;price
20170519;Chillies Bajji;19/05/2017;42
20170519;Chillies small (C.B.P);19/05/2017;115
20170519;Chillies Green;19/05/2017;72
20170519;Chillies Cleaned;19/05/2017;39
20170519;Chillies Bajji yagani;19/05/2017;38
20170520;Chillies Cleaned;20/05/2017;39
20170520;Chillies Green;20/05/2017;78
20170520;Chillies small (C.B.P);20/05/2017;115
20170520;Chillies Bajji;20/05/2017;42
20170520;Chillies Bajji yagani;20/05/2017;38
20170521;Chillies Bajji;21/05/2017;NULL
20170521;Chillies small (C.B.P);21/05/2017;NULL
20170521;Chillies Green;21/05/2017;NULL
20170521;Chillies Cleaned;21/05/2017;NULL
20170521;Chillies Bajji yagani;21/05/2017;NULL
20170522;Chillies Cleaned;22/05/2017;39
20170522;Chillies Green;22/05/2017;76
20170522;Chillies small (C.B.P);22/05/2017;115
20170522;Chillies Bajji;22/05/2017;42
20170522;Chillies Bajji yagani;22/05/2017;38
20170523;Chillies Bajji;23/05/2017;44
20170523;Chillies small (C.B.P);23/05/2017;112
20170523;Chillies Green;23/05/2017;72
20170523;Chillies Cleaned;23/05/2017;39
20170523;Chillies Bajji yagani;23/05/2017;38
20170524;Chillies Cleaned;24/05/2017;39
20170524;Chillies Green;24/05/2017;65
20170524;Chillies small (C.B.P);24/05/2017;108
20170524;Chillies Bajji;24/05/2017;44
20170524;Chillies Bajji yagani;24/05/2017;38
20170525;Chillies Bajji;25/05/2017;42
20170525;Chillies small (C.B.P);25/05/2017;108
20170525;Chillies Green;25/05/2017;65
20170525;Chillies Cleaned;25/05/2017;39
20170525;Chillies Bajji yagani;25/05/2017;38
20170526;Chillies Cleaned;26/05/2017;39
20170526;Chillies Green;26/05/2017;65
20170526;Chillies small (C.B.P);26/05/2017;104
20170526;Chillies Bajji;26/05/2017;42
20170526;Chillies Bajji yagani;26/05/2017;38
20170527;Chillies Bajji;27/05/2017;42
20170527;Chillies small (C.B.P);27/05/2017;104
20170527;Chillies Green;27/05/2017;65
20170527;Chillies Cleaned;27/05/2017;39
20170527;Chillies Bajji yagani;27/05/2017;38
20170528;Chillies Cleaned;28/05/2017;NULL
20170528;Chillies Green;28/05/2017;NULL
20170528;Chillies small (C.B.P);28/05/2017;NULL
20170528;Chillies Bajji;28/05/2017;NULL
20170528;Chillies Bajji yagani;28/05/2017;NULL
20170529;Chillies Bajji;29/05/2017;42
20170529;Chillies small (C.B.P);29/05/2017;104
20170529;Chillies Green;29/05/2017;67
20170529;Chillies Cleaned;29/05/2017;39
20170529;Chillies Bajji yagani;29/05/2017;38
20170530;Chillies Cleaned;30/05/2017;39
20170530;Chillies Green;30/05/2017;65
20170530;Chillies small (C.B.P);30/05/2017;100
20170530;Chillies Bajji;30/05/2017;45
20170530;Chillies Bajji yagani;30/05/2017;38
20170531;Chillies Bajji;31/05/2017;45
20170531;Chillies small (C.B.P);31/05/2017;98
20170531;Chillies Green;31/05/2017;60
20170531;Chillies Cleaned;31/05/2017;39
20170531;Chillies Bajji yagani;31/05/2017;38
20170601;Chillies Cleaned;06/01/2017;39
20170601;Chillies Green;06/01/2017;60
20170601;Chillies small (C.B.P);06/01/2017;98
20170601;Chillies Bajji;06/01/2017;42
20170601;Chillies Bajji yagani;06/01/2017;38
20170602;Chillies Bajji;06/02/2017;42
20170602;Chillies small (C.B.P);06/02/2017;98
20170602;Chillies Green;06/02/2017;60
20170602;Chillies Cleaned;06/02/2017;39
20170602;Chillies Bajji yagani;06/02/2017;38
20170603;Chillies Cleaned;06/03/2017;39
20170603;Chillies Green;06/03/2017;65
20170603;Chillies small (C.B.P);06/03/2017;108
20170603;Chillies Bajji;06/03/2017;42
20170603;Chillies Bajji yagani;06/03/2017;38
20170604;Chillies Bajji;06/04/2017;NULL
20170604;Chillies small (C.B.P);06/04/2017;NULL
20170604;Chillies Green;06/04/2017;NULL
20170604;Chillies Cleaned;06/04/2017;NULL
20170604;Chillies Bajji yagani;06/04/2017;NULL
20170605;Chillies Cleaned;06/05/2017;39
20170605;Chillies Green;06/05/2017;62
20170605;Chillies small (C.B.P);06/05/2017;108
20170605;Chillies Bajji;06/05/2017;42
20170605;Chillies Bajji yagani;06/05/2017;38
20170606;Chillies Bajji;06/06/2017;43
20170606;Chillies small (C.B.P);06/06/2017;108
20170606;Chillies Green;06/06/2017;58
20170606;Chillies Cleaned;06/06/2017;39
20170606;Chillies Bajji yagani;06/06/2017;38
20170607;Chillies Cleaned;06/07/2017;39
20170607;Chillies Green;06/07/2017;58
20170607;Chillies small (C.B.P);06/07/2017;108
20170607;Chillies Bajji;06/07/2017;46
20170607;Chillies Bajji yagani;06/07/2017;38
20170608;Chillies Bajji;06/08/2017;46
20170608;Chillies Green;06/08/2017;58
20170608;Chillies Cleaned;06/08/2017;39
20170608;Chillies Bajji yagani;06/08/2017;38
20170608;Chillies small (C.B.P);06/08/2017;108
20170609;Chillies Cleaned;06/09/2017;39
20170609;Chillies Green;06/09/2017;58
20170609;Chillies Bajji;06/09/2017;49
20170609;Chillies Bajji yagani;06/09/2017;38
20170609;Chillies small (C.B.P);06/09/2017;108
20170610;Chillies small (C.B.P);06/10/2017;NULL
20170610;Chillies Bajji;06/10/2017;NULL
20170610;Chillies Green;06/10/2017;NULL
20170610;Chillies Cleaned;06/10/2017;NULL
20170610;Chillies Bajji yagani;06/10/2017;NULL
20170611;Chillies Cleaned;06/11/2017;NULL
20170611;Chillies Green;06/11/2017;NULL
20170611;Chillies Bajji;06/11/2017;NULL
20170611;Chillies Bajji yagani;06/11/2017;NULL
20170611;Chillies small (C.B.P);06/11/2017;NULL
20170612;Chillies Bajji;06/12/2017;NULL
20170612;Chillies Green;06/12/2017;NULL
20170612;Chillies Cleaned;06/12/2017;NULL
20170612;Chillies Bajji yagani;06/12/2017;NULL
20170612;Chillies small (C.B.P);06/12/2017;NULL
20170613;Chillies Cleaned;13/06/2017;39
20170613;Chillies Green;13/06/2017;58
20170613;Chillies Bajji;13/06/2017;49
20170613;Chillies Bajji yagani;13/06/2017;38
20170613;Chillies small (C.B.P);13/06/2017;108
20170614;Chillies Bajji;14/06/2017;49
20170614;Chillies Green;14/06/2017;60
20170614;Chillies Cleaned;14/06/2017;39
20170614;Chillies Bajji yagani;14/06/2017;38
20170614;Chillies small (C.B.P);14/06/2017;108
20170615;Chillies Cleaned;15/06/2017;39
20170615;Chillies Bajji;15/06/2017;49
20170615;Chillies Bajji yagani;15/06/2017;38
20170615;Chillies Green;15/06/2017;65
20170615;Chillies small (C.B.P);15/06/2017;108
20170616;Chillies Bajji;16/06/2017;50
20170616;Chillies Cleaned;16/06/2017;39
20170616;Chillies Bajji yagani;16/06/2017;38
20170616;Chillies Green;16/06/2017;62
20170616;Chillies small (C.B.P);16/06/2017;108
20170617;Chillies Green;17/06/2017;59
20170617;Chillies small (C.B.P);17/06/2017;108
20170617;Chillies Cleaned;17/06/2017;39
20170617;Chillies Bajji;17/06/2017;52
20170617;Chillies Bajji yagani;17/06/2017;38
20170618;Chillies Bajji yagani;18/06/2017;NULL
20170618;Chillies Green;18/06/2017;NULL
20170618;Chillies small (C.B.P);18/06/2017;NULL
20170618;Chillies Bajji;18/06/2017;NULL
20170618;Chillies Cleaned;18/06/2017;NULL
20170619;Chillies Cleaned;19/06/2017;39
20170619;Chillies Bajji;19/06/2017;49
20170619;Chillies Bajji yagani;19/06/2017;38
20170619;Chillies Green;19/06/2017;66
20170619;Chillies small (C.B.P);19/06/2017;108
20170620;Chillies Cleaned;20/06/2017;39
20170620;Chillies Bajji yagani;20/06/2017;38
20170620;Chillies Green;20/06/2017;64
20170620;Chillies Bajji;20/06/2017;49
20170620;Chillies small (C.B.P);20/06/2017;108
20170621;Chillies Cleaned;21/06/2017;39
20170621;Chillies Bajji yagani;21/06/2017;38
20170621;Chillies Green;21/06/2017;64
20170621;Chillies small (C.B.P);21/06/2017;108
20170621;Chillies Bajji;21/06/2017;53
20170622;Chillies Cleaned;22/06/2017;39
20170622;Chillies Bajji yagani;22/06/2017;38
20170622;Chillies Green;22/06/2017;62
20170622;Chillies Bajji;22/06/2017;53
20170622;Chillies small (C.B.P);22/06/2017;96
20170623;Chillies Cleaned;23/06/2017;39
20170623;Chillies Bajji yagani;23/06/2017;38
20170623;Chillies Green;23/06/2017;58
20170623;Chillies small (C.B.P);23/06/2017;90
20170623;Chillies Bajji;23/06/2017;50
20170624;Chillies Cleaned;24/06/2017;39
20170624;Chillies Bajji yagani;24/06/2017;38
20170624;Chillies Green;24/06/2017;55
20170624;Chillies Bajji;24/06/2017;48
20170624;Chillies small (C.B.P);24/06/2017;88
20170625;Chillies Cleaned;25/06/2017;NULL
20170625;Chillies Bajji yagani;25/06/2017;NULL
20170625;Chillies Green;25/06/2017;NULL
20170625;Chillies small (C.B.P);25/06/2017;NULL
20170625;Chillies Bajji;25/06/2017;NULL
20170626;Chillies Cleaned;26/06/2017;39
20170626;Chillies Bajji yagani;26/06/2017;38
20170626;Chillies Green;26/06/2017;55
20170626;Chillies Bajji;26/06/2017;49
20170626;Chillies small (C.B.P);26/06/2017;88
20170627;Chillies Cleaned;27/06/2017;39
20170627;Chillies Bajji yagani;27/06/2017;38
20170627;Chillies Green;27/06/2017;55
20170627;Chillies small (C.B.P);27/06/2017;88
20170627;Chillies Bajji;27/06/2017;49
20170628;Chillies Cleaned;28/06/2017;39
20170628;Chillies Bajji yagani;28/06/2017;38
20170628;Chillies Green;28/06/2017;57
20170628;Chillies Bajji;28/06/2017;52
20170628;Chillies small (C.B.P);28/06/2017;88
20170629;Chillies Bajji yagani;29/06/2017;38
20170629;Chillies Green;29/06/2017;57
20170629;Chillies small (C.B.P);29/06/2017;88
20170629;Chillies Bajji;29/06/2017;52
20170629;Chillies Cleaned;29/06/2017;39
20170630;Chillies Cleaned;30/06/2017;39
20170630;Chillies Bajji yagani;30/06/2017;38
20170630;Chillies Green;30/06/2017;55
20170630;Chillies Bajji;30/06/2017;52
20170630;Chillies small (C.B.P);30/06/2017;88
20170701;Chillies Cleaned;07/01/2017;39
20170701;Chillies Bajji yagani;07/01/2017;38
20170701;Chillies Green;07/01/2017;58
20170701;Chillies small (C.B.P);07/01/2017;88
20170701;Chillies Bajji;07/01/2017;52
20170702;Chillies Cleaned;07/02/2017;NULL
20170702;Chillies Bajji yagani;07/02/2017;NULL
20170702;Chillies Green;07/02/2017;NULL
20170702;Chillies Bajji;07/02/2017;NULL
20170702;Chillies small (C.B.P);07/02/2017;NULL
20170703;Chillies small (C.B.P);07/03/2017;99
20170703;Chillies Bajji;07/03/2017;52
20170703;Chillies Cleaned;07/03/2017;39
20170703;Chillies Bajji yagani;07/03/2017;38
20170703;Chillies Green;07/03/2017;74
20170704;Chillies Cleaned;07/04/2017;39
20170704;Chillies Bajji yagani;07/04/2017;38
20170704;Chillies Green;07/04/2017;70
20170704;Chillies Bajji;07/04/2017;52
20170704;Chillies small (C.B.P);07/04/2017;99
20170705;Chillies Cleaned;07/05/2017;39
20170705;Chillies Bajji yagani;07/05/2017;38
20170705;Chillies Green;07/05/2017;68
20170705;Chillies small (C.B.P);07/05/2017;99
20170705;Chillies Bajji;07/05/2017;52
20170706;Chillies Cleaned;07/06/2017;39
20170706;Chillies Bajji yagani;07/06/2017;38
20170706;Chillies Green;07/06/2017;68
20170706;Chillies Bajji;07/06/2017;52
20170706;Chillies small (C.B.P);07/06/2017;99
20170707;Chillies Cleaned;07/07/2017;39
20170707;Chillies Bajji yagani;07/07/2017;38
20170707;Chillies Green;07/07/2017;69
20170707;Chillies small (C.B.P);07/07/2017;95
20170707;Chillies Bajji;07/07/2017;52
20170708;Chillies Cleaned;07/08/2017;39
20170708;Chillies Bajji yagani;07/08/2017;38
20170708;Chillies Green;07/08/2017;69
20170708;Chillies Bajji;07/08/2017;52
20170708;Chillies small (C.B.P);07/08/2017;95
20170709;Chillies Cleaned;07/09/2017;NULL
20170709;Chillies Bajji yagani;07/09/2017;NULL
20170709;Chillies Green;07/09/2017;NULL
20170709;Chillies small (C.B.P);07/09/2017;NULL
20170709;Chillies Bajji;07/09/2017;NULL
20170710;Chillies Cleaned;07/10/2017;39
20170710;Chillies Bajji yagani;07/10/2017;38
20170710;Chillies Green;07/10/2017;72
20170710;Chillies Bajji;07/10/2017;50
20170710;Chillies small (C.B.P);07/10/2017;95
20170711;Chillies Green;07/11/2017;72
20170711;Chillies small (C.B.P);07/11/2017;95
20170711;Chillies Bajji;07/11/2017;50
20170711;Chillies Cleaned;07/11/2017;39
20170711;Chillies Bajji yagani;07/11/2017;38
20170712;Chillies Cleaned;07/12/2017;39
20170712;Chillies Bajji yagani;07/12/2017;38
20170712;Chillies Green;07/12/2017;70
20170712;Chillies Bajji;07/12/2017;50
20170712;Chillies small (C.B.P);07/12/2017;95
20170713;Chillies Cleaned;13/07/2017;39
20170713;Chillies Bajji yagani;13/07/2017;38
20170713;Chillies Green;13/07/2017;70
20170713;Chillies small (C.B.P);13/07/2017;95
20170713;Chillies Bajji;13/07/2017;50
20170714;Chillies Cleaned;14/07/2017;39
20170714;Chillies Bajji yagani;14/07/2017;38
20170714;Chillies Green;14/07/2017;65
20170714;Chillies Bajji;14/07/2017;50
20170714;Chillies small (C.B.P);14/07/2017;95
20170715;Chillies Cleaned;15/07/2017;39
20170715;Chillies Bajji yagani;15/07/2017;38
20170715;Chillies Green;15/07/2017;64
20170715;Chillies small (C.B.P);15/07/2017;95
20170715;Chillies Bajji;15/07/2017;50
20170716;Chillies Cleaned;16/07/2017;NULL
20170716;Chillies Bajji yagani;16/07/2017;NULL
20170716;Chillies Green;16/07/2017;NULL
20170716;Chillies Bajji;16/07/2017;NULL
20170716;Chillies small (C.B.P);16/07/2017;NULL
20170717;Chillies Green;17/07/2017;64
20170717;Chillies small (C.B.P);17/07/2017;95
20170717;Chillies Bajji;17/07/2017;52
20170717;Chillies Cleaned;17/07/2017;39
20170717;Chillies Bajji yagani;17/07/2017;38
20170718;Chillies Cleaned;18/07/2017;39
20170718;Chillies Bajji yagani;18/07/2017;38
20170718;Chillies Green;18/07/2017;64
20170718;Chillies Bajji;18/07/2017;52
20170718;Chillies small (C.B.P);18/07/2017;95
20170719;Chillies Green;19/07/2017;64
20170719;Chillies small (C.B.P);19/07/2017;95
20170719;Chillies Bajji;19/07/2017;52
20170719;Chillies Cleaned;19/07/2017;39
20170719;Chillies Bajji yagani;19/07/2017;38
20170720;Chillies Cleaned;20/07/2017;39
20170720;Chillies Bajji yagani;20/07/2017;38
20170720;Chillies Green;20/07/2017;60
20170720;Chillies Bajji;20/07/2017;53
20170720;Chillies small (C.B.P);20/07/2017;95
20170721;Chillies Cleaned;21/07/2017;39
20170721;Chillies Bajji yagani;21/07/2017;38
20170721;Chillies Green;21/07/2017;60
20170721;Chillies small (C.B.P);21/07/2017;90
20170721;Chillies Bajji;21/07/2017;53
20170722;Chillies Cleaned;22/07/2017;NULL
20170722;Chillies Bajji yagani;22/07/2017;NULL
20170722;Chillies Green;22/07/2017;NULL
20170722;Chillies Bajji;22/07/2017;NULL
20170722;Chillies small (C.B.P);22/07/2017;NULL
20170723;Chillies Cleaned;23/07/2017;NULL
20170723;Chillies Bajji yagani;23/07/2017;NULL
20170723;Chillies Green;23/07/2017;NULL
20170723;Chillies small (C.B.P);23/07/2017;NULL
20170723;Chillies Bajji;23/07/2017;NULL
20170724;Chillies Cleaned;24/07/2017;39
20170724;Chillies Bajji yagani;24/07/2017;38
20170724;Chillies Green;24/07/2017;62
20170724;Chillies Bajji;24/07/2017;54
20170724;Chillies small (C.B.P);24/07/2017;90
20170725;Chillies Cleaned;25/07/2017;39
20170725;Chillies Bajji yagani;25/07/2017;38
20170725;Chillies Green;25/07/2017;60
20170725;Chillies small (C.B.P);25/07/2017;86
20170725;Chillies Bajji;25/07/2017;56
20170726;Chillies Cleaned;26/07/2017;39
20170726;Chillies Bajji yagani;26/07/2017;38
20170726;Chillies Green;26/07/2017;58
20170726;Chillies Bajji;26/07/2017;56
20170726;Chillies small (C.B.P);26/07/2017;80
20170727;Chillies Cleaned;27/07/2017;39
20170727;Chillies Bajji yagani;27/07/2017;38
20170727;Chillies Green;27/07/2017;58
20170727;Chillies small (C.B.P);27/07/2017;88
20170727;Chillies Bajji;27/07/2017;56
20170728;Chillies Cleaned;28/07/2017;39
20170728;Chillies Bajji yagani;28/07/2017;38
20170728;Chillies Green;28/07/2017;55
20170728;Chillies Bajji;28/07/2017;56
20170728;Chillies small (C.B.P);28/07/2017;90
20170729;Chillies Cleaned;29/07/2017;39
20170729;Chillies Bajji yagani;29/07/2017;38
20170729;Chillies Green;29/07/2017;55
20170729;Chillies small (C.B.P);29/07/2017;90
20170729;Chillies Bajji;29/07/2017;56
20170730;Chillies Cleaned;30/07/2017;NULL
20170730;Chillies Bajji yagani;30/07/2017;NULL
20170730;Chillies Green;30/07/2017;NULL
20170730;Chillies Bajji;30/07/2017;NULL
20170730;Chillies small (C.B.P);30/07/2017;NULL
20170731;Chillies Cleaned;31/07/2017;39
20170731;Chillies Bajji yagani;31/07/2017;38
20170731;Chillies Green;31/07/2017;55
20170731;Chillies small (C.B.P);31/07/2017;90
20170731;Chillies Bajji;31/07/2017;56
20170801;Chillies Cleaned;08/01/2017;39
20170801;Chillies Bajji yagani;08/01/2017;38
20170801;Chillies Green;08/01/2017;55
20170801;Chillies Bajji;08/01/2017;56
20170801;Chillies small (C.B.P);08/01/2017;90
20170802;Chillies Cleaned;08/02/2017;39
20170802;Chillies Bajji yagani;08/02/2017;38
20170802;Chillies Green;08/02/2017;55
20170802;Chillies small (C.B.P);08/02/2017;90
20170802;Chillies Bajji;08/02/2017;56
20170803;Chillies Cleaned;08/03/2017;39
20170803;Chillies Bajji yagani;08/03/2017;38
20170803;Chillies Green;08/03/2017;48
20170803;Chillies Bajji;08/03/2017;56
20170803;Chillies small (C.B.P);08/03/2017;90
20170804;Chillies Cleaned;08/04/2017;39
20170804;Chillies Bajji yagani;08/04/2017;38
20170804;Chillies Green;08/04/2017;48
20170804;Chillies small (C.B.P);08/04/2017;90
20170804;Chillies Bajji;08/04/2017;56
20170805;Chillies Cleaned;08/05/2017;39
20170805;Chillies Bajji yagani;08/05/2017;38
20170805;Chillies Green;08/05/2017;50
20170805;Chillies Bajji;08/05/2017;56
20170805;Chillies small (C.B.P);08/05/2017;90
20170806;Chillies Cleaned;08/06/2017;NULL
20170806;Chillies Bajji yagani;08/06/2017;NULL
20170806;Chillies Green;08/06/2017;NULL
20170806;Chillies small (C.B.P);08/06/2017;NULL
20170806;Chillies Bajji;08/06/2017;NULL
20170807;Chillies Cleaned;08/07/2017;39
20170807;Chillies Bajji yagani;08/07/2017;38
20170807;Chillies Green;08/07/2017;58
20170807;Chillies Bajji;08/07/2017;55
20170807;Chillies small (C.B.P);08/07/2017;90
20170808;Chillies small (C.B.P);08/08/2017;90
20170808;Chillies Cleaned;08/08/2017;39
20170808;Chillies Bajji;08/08/2017;55
20170808;Chillies Green;08/08/2017;58
20170808;Chillies Bajji yagani;08/08/2017;38
20170809;Chillies Cleaned;08/09/2017;39
20170809;Chillies small (C.B.P);08/09/2017;94
20170809;Chillies Green;08/09/2017;55
20170809;Chillies Bajji;08/09/2017;55
20170809;Chillies Bajji yagani;08/09/2017;38
20170810;Chillies Bajji yagani;08/10/2017;38
20170810;Chillies small (C.B.P);08/10/2017;94
20170810;Chillies Cleaned;08/10/2017;39
20170810;Chillies Bajji;08/10/2017;53
20170810;Chillies Green;08/10/2017;53
20170811;Chillies Cleaned;08/11/2017;39
20170811;Chillies small (C.B.P);08/11/2017;94
20170811;Chillies Green;08/11/2017;53
20170811;Chillies Bajji;08/11/2017;53
20170811;Chillies Bajji yagani;08/11/2017;38
20170812;Chillies small (C.B.P);08/12/2017;95
20170812;Chillies Cleaned;08/12/2017;39
20170812;Chillies Bajji;08/12/2017;53
20170812;Chillies Green;08/12/2017;53
20170812;Chillies Bajji yagani;08/12/2017;38
20170813;Chillies Cleaned;13/08/2017;NULL
20170813;Chillies small (C.B.P);13/08/2017;NULL
20170813;Chillies Green;13/08/2017;NULL
20170813;Chillies Bajji;13/08/2017;NULL
20170813;Chillies Bajji yagani;13/08/2017;NULL
20170814;Chillies small (C.B.P);14/08/2017;95
20170814;Chillies Cleaned;14/08/2017;39
20170814;Chillies Bajji;14/08/2017;50
20170814;Chillies Green;14/08/2017;53
20170814;Chillies Bajji yagani;14/08/2017;38
20170815;Chillies Cleaned;15/08/2017;NULL
20170815;Chillies small (C.B.P);15/08/2017;NULL
20170815;Chillies Green;15/08/2017;NULL
20170815;Chillies Bajji;15/08/2017;NULL
20170815;Chillies Bajji yagani;15/08/2017;NULL
20170816;Chillies small (C.B.P);16/08/2017;95
20170816;Chillies Cleaned;16/08/2017;39
20170816;Chillies Bajji;16/08/2017;50
20170816;Chillies Green;16/08/2017;53
20170816;Chillies Bajji yagani;16/08/2017;38
20170817;Chillies Cleaned;17/08/2017;39
20170817;Chillies small (C.B.P);17/08/2017;95
20170817;Chillies Green;17/08/2017;53
20170817;Chillies Bajji;17/08/2017;50
20170817;Chillies Bajji yagani;17/08/2017;38
20170818;Chillies small (C.B.P);18/08/2017;95
20170818;Chillies Cleaned;18/08/2017;39
20170818;Chillies Bajji;18/08/2017;50
20170818;Chillies Green;18/08/2017;53
20170818;Chillies Bajji yagani;18/08/2017;38
20170819;Chillies Cleaned;19/08/2017;39
20170819;Chillies small (C.B.P);19/08/2017;95
20170819;Chillies Green;19/08/2017;50
20170819;Chillies Bajji;19/08/2017;50
20170819;Chillies Bajji yagani;19/08/2017;38
20170820;Chillies small (C.B.P);20/08/2017;NULL
20170820;Chillies Cleaned;20/08/2017;NULL
20170820;Chillies Bajji;20/08/2017;NULL
20170820;Chillies Green;20/08/2017;NULL
20170820;Chillies Bajji yagani;20/08/2017;NULL
20170821;Chillies Cleaned;21/08/2017;39
20170821;Chillies small (C.B.P);21/08/2017;95
20170821;Chillies Green;21/08/2017;50
20170821;Chillies Bajji;21/08/2017;50
20170821;Chillies Bajji yagani;21/08/2017;38
20170822;Chillies small (C.B.P);22/08/2017;95
20170822;Chillies Cleaned;22/08/2017;39
20170822;Chillies Bajji;22/08/2017;50
20170822;Chillies Green;22/08/2017;48
20170822;Chillies Bajji yagani;22/08/2017;38
20170823;Chillies Cleaned;23/08/2017;39
20170823;Chillies small (C.B.P);23/08/2017;95
20170823;Chillies Green;23/08/2017;48
20170823;Chillies Bajji;23/08/2017;50
20170823;Chillies Bajji yagani;23/08/2017;38
20170824;Chillies small (C.B.P);24/08/2017;95
20170824;Chillies Cleaned;24/08/2017;39
20170824;Chillies Bajji;24/08/2017;50
20170824;Chillies Green;24/08/2017;48
20170824;Chillies Bajji yagani;24/08/2017;38
20170825;Chillies Cleaned;25/08/2017;39
20170825;Chillies small (C.B.P);25/08/2017;95
20170825;Chillies Green;25/08/2017;48
20170825;Chillies Bajji;25/08/2017;50
20170825;Chillies Bajji yagani;25/08/2017;38
20170826;Chillies small (C.B.P);26/08/2017;95
20170826;Chillies Cleaned;26/08/2017;39
20170826;Chillies Bajji;26/08/2017;50
20170826;Chillies Green;26/08/2017;44
20170826;Chillies Bajji yagani;26/08/2017;38
20170827;Chillies small (C.B.P);27/08/2017;NULL
20170827;Chillies Green;27/08/2017;NULL
20170827;Chillies Cleaned;27/08/2017;NULL
20170827;Chillies Bajji;27/08/2017;NULL
20170827;Chillies Bajji yagani;27/08/2017;NULL
20170828;Chillies small (C.B.P);28/08/2017;90
20170828;Chillies Bajji;28/08/2017;50
20170828;Chillies Cleaned;28/08/2017;39
20170828;Chillies Green;28/08/2017;44
20170828;Chillies Bajji yagani;28/08/2017;38
20170829;Chillies small (C.B.P);29/08/2017;90
20170829;Chillies Green;29/08/2017;44
20170829;Chillies Cleaned;29/08/2017;39
20170829;Chillies Bajji;29/08/2017;48
20170829;Chillies Bajji yagani;29/08/2017;38
20170830;Chillies small (C.B.P);30/08/2017;85
20170830;Chillies Bajji;30/08/2017;48
20170830;Chillies Cleaned;30/08/2017;39
20170830;Chillies Green;30/08/2017;44
20170830;Chillies Bajji yagani;30/08/2017;38
20170831;Chillies small (C.B.P);31/08/2017;85
20170831;Chillies Green;31/08/2017;44
20170831;Chillies Cleaned;31/08/2017;39
20170831;Chillies Bajji;31/08/2017;48
20170831;Chillies Bajji yagani;31/08/2017;38
20170901;Chillies Bajji;09/01/2017;44
20170901;Chillies Cleaned;09/01/2017;39
20170901;Chillies Green;09/01/2017;44
20170901;Chillies Bajji yagani;09/01/2017;38
20170901;Chillies small (C.B.P);09/01/2017;85
20170902;Chillies small (C.B.P);09/02/2017;85
20170902;Chillies Green;09/02/2017;44
20170902;Chillies Cleaned;09/02/2017;39
20170902;Chillies Bajji;09/02/2017;44
20170902;Chillies Bajji yagani;09/02/2017;38
20170903;Chillies small (C.B.P);09/03/2017;NULL
20170903;Chillies Bajji;09/03/2017;NULL
20170903;Chillies Cleaned;09/03/2017;NULL
20170903;Chillies Green;09/03/2017;NULL
20170903;Chillies Bajji yagani;09/03/2017;NULL
20170904;Chillies small (C.B.P);09/04/2017;83
20170904;Chillies Green;09/04/2017;44
20170904;Chillies Cleaned;09/04/2017;39
20170904;Chillies Bajji;09/04/2017;45
20170904;Chillies Bajji yagani;09/04/2017;38
20170905;Chillies small (C.B.P);09/05/2017;83
20170905;Chillies Bajji;09/05/2017;45
20170905;Chillies Cleaned;09/05/2017;39
20170905;Chillies Green;09/05/2017;44
20170905;Chillies Bajji yagani;09/05/2017;38
20170906;Chillies small (C.B.P);09/06/2017;83
20170906;Chillies Green;09/06/2017;44
20170906;Chillies Cleaned;09/06/2017;39
20170906;Chillies Bajji;09/06/2017;45
20170906;Chillies Bajji yagani;09/06/2017;38
20170907;Chillies small (C.B.P);09/07/2017;NULL
20170907;Chillies Bajji;09/07/2017;NULL
20170907;Chillies Cleaned;09/07/2017;NULL
20170907;Chillies Green;09/07/2017;NULL
20170907;Chillies Bajji yagani;09/07/2017;NULL
20170908;Chillies small (C.B.P);09/08/2017;83
20170908;Chillies Green;09/08/2017;44
20170908;Chillies Cleaned;09/08/2017;39
20170908;Chillies Bajji;09/08/2017;44
20170908;Chillies Bajji yagani;09/08/2017;38
20170909;Chillies small (C.B.P);09/09/2017;83
20170909;Chillies Bajji;09/09/2017;44
20170909;Chillies Cleaned;09/09/2017;39
20170909;Chillies Green;09/09/2017;44
20170909;Chillies Bajji yagani;09/09/2017;38
20170910;Chillies small (C.B.P);09/10/2017;NULL
20170910;Chillies Green;09/10/2017;NULL
20170910;Chillies Cleaned;09/10/2017;NULL
20170910;Chillies Bajji;09/10/2017;NULL
20170910;Chillies Bajji yagani;09/10/2017;NULL
20170911;Chillies small (C.B.P);09/11/2017;83
20170911;Chillies Bajji;09/11/2017;42
20170911;Chillies Cleaned;09/11/2017;39
20170911;Chillies Green;09/11/2017;44
20170911;Chillies Bajji yagani;09/11/2017;38
20170912;Chillies small (C.B.P);09/12/2017;83
20170912;Chillies Green;09/12/2017;44
20170912;Chillies Cleaned;09/12/2017;39
20170912;Chillies Bajji;09/12/2017;42
20170912;Chillies Bajji yagani;09/12/2017;38
20170913;Chillies small (C.B.P);13/09/2017;83
20170913;Chillies Bajji;13/09/2017;42
20170913;Chillies Cleaned;13/09/2017;39
20170913;Chillies Green;13/09/2017;40
20170913;Chillies Bajji yagani;13/09/2017;38
20170914;Chillies small (C.B.P);14/09/2017;83
20170914;Chillies Green;14/09/2017;40
20170914;Chillies Cleaned;14/09/2017;39
20170914;Chillies Bajji;14/09/2017;42
20170914;Chillies Bajji yagani;14/09/2017;38
20170915;Chillies small (C.B.P);15/09/2017;83
20170915;Chillies Bajji;15/09/2017;36
20170915;Chillies Cleaned;15/09/2017;39
